id,Hectare,Date,Age,Primary Fur Color,Highlight Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions
2859,36F,10122018,,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2860,06G,10202018,Adult,Gray,,Ground Plane,,True,True,False,False,False,,False,False,False,False,False,False,True,False,
2861,21D,10082018,Juvenile,Gray,"Cinnamon, White",Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,True,i scared it
2862,09H,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2863,03E,10082018,Adult,Gray,,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,True,False,
2864,01B,10192018,Juvenile,Gray,White,Above Ground,in tree,False,True,False,False,False,,False,False,False,False,False,False,False,False,
2865,13A,10172018,Adult,Gray,,,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2866,22A,10172018,Juvenile,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2867,20F,10072018,Adult,Gray,White,Above Ground,in tree,False,False,True,False,False,,False,False,False,False,False,False,False,False,
2868,31B,10072018,Juvenile,Gray,,,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2869,40F,10062018,Adult,Gray,Cinnamon,Above Ground,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2870,05B,10082018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,True,True,,False,False,False,False,False,False,True,False,
2871,33C,10122018,Adult,Gray,Cinnamon,Above Ground,tree branches,False,True,True,False,False,,False,False,False,False,False,False,True,False,
2872,34H,10062018,Adult,Gray,"Cinnamon, White",Ground Plane,in grass,True,False,False,False,True,,False,False,False,False,False,False,False,False,
2873,30F,10072018,Adult,Gray,"Black, Cinnamon, White",Above Ground,tree,False,False,True,False,False,,False,False,False,False,True,False,False,True,
2874,34I,10102018,Adult,Gray,,,,False,False,False,False,True,,False,False,False,False,True,False,False,False,
2875,39E,10182018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False,
2876,16A,10192018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
2877,12F,10202018,Adult,Cinnamon,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,True,False,False,False,
2878,09C,10062018,Adult,Black,"Cinnamon, White",Ground Plane,on top of tarped sand pile,False,False,False,True,False,,False,False,False,False,False,False,False,True,(me)
2879,07F,10122018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,False,True,
2880,37G,10142018,Adult,Gray,,Ground Plane,,True,False,False,False,False,ran away & disappeared,False,False,False,False,False,False,False,False,
2881,33H,10192018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,False,wrestling with child,False,False,False,False,False,False,False,False,
2882,12F,10202018,Adult,Gray,Black,Ground Plane,,False,False,False,False,False,playing,False,False,False,False,True,False,False,False,
2883,37B,10182018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,False,
2884,42F,10192018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
2885,10D,10082018,Adult,Cinnamon,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
2886,18H,10142018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2887,39E,10182018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,False,standing still,False,False,False,False,False,False,False,True,
2888,04C,10102018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2889,15B,10172018,Adult,Gray,White,Ground Plane,by water,True,False,False,False,True,,False,False,False,False,False,False,True,False,
2890,18I,10072018,Juvenile,Cinnamon,"Gray, Black",Ground Plane,,False,False,False,False,True,jumping crazily / digging hole,False,False,False,False,False,False,True,False,
2891,16E,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,True,
2892,03B,10072018,Adult,Gray,,Above Ground,in tree,False,False,False,False,False,chased by dog,False,False,False,False,False,False,False,False,
2893,02B,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2894,09C,10062018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False,
2895,20A,10102018,Adult,Gray,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,True,False,
2896,16E,10182018,Adult,Cinnamon,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2897,01C,10122018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,True,False,False,,False,False,False,False,True,False,False,True,
2898,16E,10142018,Adult,Gray,Cinnamon,Ground Plane,,True,True,False,False,False,,False,False,False,False,False,False,False,False,
2899,28D,10122018,Adult,Cinnamon,White,Ground Plane,,True,False,False,False,True,,False,False,False,False,True,False,False,False,
2900,14A,10142018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,new movement flailing arms while foraging,False,False,False,False,False,False,False,True,
2901,15G,10192018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2902,14H,10122018,Adult,Gray,"Cinnamon, White",Above Ground,,True,False,False,True,True,,False,False,False,False,False,False,True,False,
2903,13C,10192018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,True,False,
2904,03C,10072018,Adult,Gray,"Cinnamon, White",Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2905,32E,10072018,Adult,Gray,White,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2906,21B,10192018,Adult,Gray,,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False,
2907,21E,10172018,Adult,Gray,,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False,
2908,40C,10062018,Adult,Black,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
2909,42H,10142018,Adult,,,,,False,False,False,False,False,,False,False,False,False,False,False,False,True,
2910,05A,10062018,Adult,Gray,,Above Ground,Oak tree near rock outcropping,False,False,True,False,False,,False,False,False,False,False,False,True,False,
2911,32B,10102018,Adult,Cinnamon,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2912,34A,10132018,Adult,Cinnamon,Gray,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,False,False,
2913,03I,10102018,Adult,Gray,,Above Ground,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2914,01H,10132018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
2915,42G,10142018,Adult,Gray,"Cinnamon, White",Above Ground,,False,False,True,True,False,,False,False,False,False,False,False,True,False,
2916,07B,10082018,Adult,Gray,,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False,
2917,01G,10062018,Adult,Gray,White,,,False,True,False,False,True,collecting nest material,False,False,False,False,True,False,True,False,
2918,09A,10132018,Juvenile,Cinnamon,Gray,Ground Plane,foot of tree,True,True,False,False,False,,False,False,False,False,False,False,True,False,
2919,16H,10142018,Juvenile,Gray,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2920,14E,10082018,Adult,Gray,,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
2921,14D,10142018,Adult,Gray,"Cinnamon, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False,
2922,21C,10142018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,True,False,
2923,16A,10192018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,True,
2924,21D,10082018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True,
2925,09F,10132018,Adult,Gray,White,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2926,20F,10072018,Juvenile,Cinnamon,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True,
2927,03E,10062018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,checkin' his stashes,False,False,False,True,False,True,False,True,
2928,38H,10122018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True,
2929,09H,10182018,Adult,Gray,,Ground Plane,,True,True,False,False,False,,False,False,False,False,False,False,False,False,
2930,14B,10142018,,Gray,"Cinnamon, White",Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False,
2931,13E,10172018,Adult,Gray,Cinnamon,Ground Plane,on rock,False,False,False,False,True,,False,False,False,False,False,True,False,False,
2932,21C,10142018,Adult,Gray,,Above Ground,,False,True,True,False,False,,False,True,False,False,False,False,False,False,looked at us from tree
2933,42C,10132018,Adult,Gray,,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,True,
2934,32D,10062018,Juvenile,Gray,"Black, Cinnamon, White",Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,True,False,
2935,01A,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True,
2936,18D,10182018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2937,07H,10062018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False,
2938,13H,10102018,Adult,Gray,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2939,21G,10142018,Adult,Gray,Cinnamon,Above Ground,,False,True,True,False,False,,False,False,False,False,False,False,False,False,
2940,23A,10182018,Juvenile,Cinnamon,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False,
2941,21D,10082018,,Gray,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,True,False,False,
2942,22H,10072018,Adult,Cinnamon,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2943,05F,10072018,Adult,Gray,White,Above Ground,tree,True,False,False,False,True,,False,False,False,False,False,False,False,False,
2944,22F,10142018,Adult,Gray,,Above Ground,CLIMBED THE TREE,False,False,True,False,False,,False,False,False,False,False,False,True,False,
2945,06E,10102018,Adult,Cinnamon,White,Ground Plane,small open area but w/ 7 large oak trees,False,True,False,True,False,chasing #4,False,False,False,False,False,False,True,False,
2946,32D,10062018,Adult,Gray,"Black, Cinnamon, White",Ground Plane,,True,False,False,True,False,,False,False,False,False,True,False,False,True,
2947,39F,10142018,Adult,Gray,Cinnamon,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True,
2948,18G,10142018,Adult,Gray,White,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False,
2949,02B,10132018,Adult,Gray,White,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2950,13A,10142018,,Gray,,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False,
2951,04D,10082018,Adult,Cinnamon,"Gray, White",Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2952,40A,10142018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,eating (in a tree cage thing),False,False,False,False,False,False,True,False,
2953,12H,10072018,,Gray,Cinnamon,Ground Plane,,False,False,False,True,False,peanuts,False,False,False,False,False,False,True,False,
2954,13D,10142018,Adult,Cinnamon,,Ground Plane,,False,True,False,False,True,,False,False,False,False,False,False,True,False,
2955,28B,10102018,Adult,Gray,White,Above Ground,in a tree,False,False,True,False,False,,False,False,False,False,False,False,False,False,
2956,01G,10102018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False,
2957,39F,10062018,Adult,Gray,,Ground Plane,,False,False,False,False,True,carrying leaves,False,False,False,False,False,False,True,False,
2958,10B,10142018,Adult,Gray,White,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False,avoided people
2959,21H,10182018,Adult,Gray,,Above Ground,,False,False,True,False,False,,True,False,False,False,False,False,True,False,
2960,05F,10072018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False,
2961,03I,10102018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False,
2962,11H,10102018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,True,
2963,13E,10172018,Adult,Gray,,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False,
2964,04D,10082018,Adult,Cinnamon,"Gray, White",Above Ground,climbed the fence & posed for a picture,False,False,True,False,True,,False,False,False,False,False,True,False,False,
2965,32A,10182018,Adult,Gray,,Ground Plane,Base of tree,False,False,False,False,True,,False,False,False,True,False,False,True,False,
2966,13D,10142018,Adult,Gray,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False,
